slope,r2,score,pl_pct,cluster
0.003034623701479054,0.2719272011600829,0.050785806765253745,-0.8547025963809027,3
0.006890005756256158,0.8082301108812071,-0.043164714879039494,8.287298562117565,8
0.00753000637758852,0.8104546122022686,0.04432657408572316,2.8563979624813136,8
0.011721534349133818,0.7094969812442649,-0.036071420991419106,-15.505759568389871,8
0.0048235292018396075,0.5864853082019967,0.031540267150559874,-1.2605129565465132,2
0.005861137986339599,0.42655035798634877,0.03487579960435491,-0.14683923830689896,9
0.0036766807754709152,0.40865519067889006,0.033285848056954594,5.242458879826414,9
0.00803150852000388,0.6359025421630369,0.021530714704817523,-11.976053067690314,2
0.011121744458424794,0.6351872594259047,-0.05953719686561507,-6.280178628460719,2
0.003725702403636732,0.22537034415028842,0.051621935355893885,-11.960134006131016,3
0.022012028137649027,0.9611033649370408,-0.04081575508370464,21.788999523299836,1
0.009676814880093112,0.27989488343992525,-0.2598513389824713,-10.0896830919483,0
0.004043849444283399,0.2564907007284704,0.00307028520180483,-8.667293343645616,3
0.003834657720258121,0.23133662168841446,-0.10322903574624306,-10.798121538943732,4
0.003582104045481926,0.5570293488850373,0.02295444283198177,-0.42254206266058336,2
0.006002611175020258,0.35205980748957955,-0.05859799417961206,-7.488701514218121,4
0.013083969641830848,0.8894405337495394,-0.009129779048423884,-0.5636954784614983,1
0.004139136787897242,0.35031109640359875,0.07720029648252208,-3.816001312730793,6
0.004651182273064478,0.5659301227362211,-0.006706477994955417,-8.718331368423147,2
0.02855897065209668,0.8489805917423454,0.05246942647866684,0.0,5
0.027206820672688075,0.9343568884091568,0.04742526886249149,5.813948965554797,5
0.008681781474751368,0.5319825766730657,0.10326382307440415,-12.028546558347344,2
0.02380856793882901,0.8530061796673809,0.0961996741311238,16.829270079758576,7
0.00491569589725683,0.34411436785918703,0.08196153474104115,-0.5714307512555803,6
0.004522527925673785,0.5405616684736544,-0.032203610544758524,-8.805028562848813,2
0.003178940700098539,0.3889214884258209,0.021673801331604597,-7.436401262470668,9
0.005078321821108141,0.4748833140641609,0.032387847427800556,-4.052861886061949,9
0.0068819488560866995,0.7327316076029197,0.06478389748912423,-2.4477588333150826,8
0.0028479011486088257,0.3127434281669715,-0.02062294157232259,3.128152790185694,4
0.004870587885865038,0.3710477462346278,-0.023299354958513933,-2.4774760195912826,9
0.002115593855811531,0.23684735000457033,0.05529248561777993,-0.25974317714054346,3
0.006678057693168712,0.6187673720566188,0.004486796051648875,-1.7571790141238404,2
0.011923697534806214,0.87621498293713,0.024116241376337482,-8.672205481622067,1
0.004263830650532984,0.30344619562781106,-0.039318475446736535,-6.000001742751147,4
0.006670286818429564,0.4777467194985929,-0.0042383563475666365,1.4336789121028142,9
0.0060123228165953595,0.6109180666532649,0.028370879384934627,-7.460545144610631,2
0.014005097795907999,0.750874565164866,0.014691381949700951,-4.8275896655250525,1
0.00931273786629814,0.6975710675782681,0.05476203773517605,28.398793760434415,8
0.0035266552815939466,0.3925193875469291,-0.003150756927685363,-3.2539338501556423,9
0.005355330246250772,0.6821061938537727,0.024788032391608088,-4.278462654097172,2
0.012664194774715998,0.9230615868476717,0.0027463214621998916,9.769338917353185,1
0.007202717439087477,0.5188327855929595,0.0011722862780678659,-4.977116660926977,2
0.006335439247797653,0.38722854163012793,-0.030754531900003275,-0.658751309677825,9
0.006770872203212497,0.7994018922639187,0.030175219843602174,-8.541500410363112,8
0.00816548238753119,0.4774325512604397,0.06560091045953269,1.784335170127359,9
0.0034586485569729174,0.25469963984215704,0.04720541370365892,-2.3923444976076556,3
0.011758355876503684,0.8938463867686203,0.01979108557529779,0.0,1
0.01162837813917474,0.8218683953289967,-0.0007185409612125552,4.712043714733788,1
0.007785427056318768,0.5814237628411912,0.06311979331266686,1.307643066410192,2
0.003348431613824762,0.4669670400500967,0.01894448187240393,1.6728653529989572,9
0.009560502402957997,0.4377505981585274,0.10547285339405775,6.179070095364427,6
0.008672783840630385,0.2173085111730823,0.11336667482659508,-3.589422488860419,6
0.003519072953556605,0.30960033038730195,0.007837798840781235,-6.372940271239639,3
0.003979309961653058,0.7094127763575249,-0.02835654811051809,-8.503470177472588,2
0.009757985876548535,0.7173541965270658,-0.0011324938334450333,1.7634307319617177,8
0.0017722061927405658,0.27653306017669765,0.011867693969293677,-1.9103615282996842,3
0.00481397925256804,0.5010941001689458,0.03357494073837525,-8.860760936856902,9
0.011725776684143466,0.8862385286305827,-0.019920992271492386,-1.8163502315571316,1
0.008447483144650745,0.9151623583948567,0.03124986316085774,-4.215685231400097,8
0.010812990498913603,0.5067171055650864,0.0836958946578309,-8.385935909647056,2
0.0039087335133855166,0.7611389683942009,0.01643029329375326,-8.683190808151117,8
0.017729549447283072,0.42789950841546875,0.19125319025997745,12.866449169895608,7
