Date;Sell Date;Ticker;Buy Price;Sell Price;Confidence Score;Expected P/L (%);Actual P/L (%);Met Expectation;Is Profit;Deviation;Kazanma İhtimali (%);Eğim (Slope);R2;PD/DD (Price to Book);FD/FAVÖK (EV/EBITDA);F/K (Trailing PE);FAVÖK Marjı (EBITDA Margin);ROE;ROA;Ortalama Hacim (Avg Volume);Finansal Güven Skoru;Finansal x Küme Güveni
2025-07-25;2025-08-05;PEKGY.IS;3,79;5,75;0,3989854705611054;0,5506874986890468;2,3071331328305638;True;True;36,92;-0,05414076090652761;0,8823257548045069;0,6366154067533036;-0,23775381969257772;0,06251208513280386;-0,3873404837178926;-0,308164498286351;;;3,2924962839020715;60,49585429873504;24,13696689437687
2025-07-28;2025-08-06;EMKEL.IS;75,15;75,8;0,6907634041846232;0,8995726496997927;-0,21748051889344908;False;True;-15,59;-0,049743817684352806;-0,5143675755713546;-0,812982773548837;-0,227729361183057;-0,055815594157437864;-0,17376330385773767;-0,22084695387860442;-0,04855915230154229;-0,2918299322085273;-0,19130449474016847;-2,5889363315121754;-1,7883424735726006
2025-07-29;2025-08-07;MANAS.IS;9,85;9,87;-0,17738876327629827;0,20603125859964272;-0,25024192294649367;False;True;-12,97;-1,3126304268365132;-0,32090929920876843;-0,2335816377807405;-0,2056681825508682;-0,16041407441966357;;-0,48480639619092203;-1,6230826134014216;-0,6988487890366503;0,1501392130931034;12,137800239885431;-2,153109373448033
2025-07-30;2025-08-08;YYAPI.IS;2,21;2,16;-0,9472268457846711;-1,155678058072603;-0,372352610780569;False;False;-8,99;0,5813371579677209;-0,6587743940363155;0,6056477583623804;-0,24210755015960148;-0,053892684306824055;-0,5242487843093799;6,207745356309197;-0,3874892064338024;-0,38186250333890814;-0,337812129121408;5,537634056116189;-5,245395640084712
2025-07-31;2025-08-11;MANAS.IS;9,85;9,39;1,269916737540697;1,1321627503736238;-0,49198137406517123;False;False;-22,22;1,207999044275134;-0,013145951673127891;0,09721337261415477;-0,2056681825508682;-0,16041407441966357;;-0,48480639619092203;-1,6230826134014216;-0,6988487890366503;0,1501392130931034;12,137800239885431;15,413995681555996
2025-08-01;2025-08-12;EMKEL.IS;83,1;75,25;2,2386943202469234;1,9166257262826352;-0,7292533609947973;False;False;-30,7;1,8378736486535687;0,24500989284047345;0,32548819265556234;-0,227729361183057;-0,055815594157437864;-0,17376330385773767;-0,22084695387860442;-0,04855915230154229;-0,2918299322085273;-0,19130449474016847;-2,5889363315121754;-5,795837060837213
2025-08-04;2025-08-13;EMKEL.IS;80,1;82,75;0,5439939305946717;0,9439762143738878;-0,09586621596926836;False;True;-13,35;-0,6814900508753889;0,40269898865550596;0,5819400580123685;-0,227729361183057;-0,055815594157437864;-0,17376330385773767;-0,22084695387860442;-0,04855915230154229;-0,2918299322085273;-0,19130449474016847;-2,5889363315121754;-1,4083656510386584
2025-08-05;2025-08-14;MANAS.IS;9,67;8,86;1,0707846264851142;1,0200966109580505;-0,6761401756360735;False;False;-25,39;0,8912163011173379;0,41832161634756954;0,5631653679844203;-0,2056681825508682;-0,16041407441966357;;-0,48480639619092203;-1,6230826134014216;-0,6988487890366503;0,1501392130931034;12,137800239885431;12,996969896216651
2025-08-06;2025-08-15;EMKEL.IS;75,8;88,1;1,380145179835662;1,358409484665441;0,5454630876145744;False;True;-2,4;0,8950308126469027;0,5000982630479228;0,7277972856000098;-0,227729361183057;-0,055815594157437864;-0,17376330385773767;-0,22084695387860442;-0,04855915230154229;-0,2918299322085273;-0,19130449474016847;-2,5889363315121754;-3,573107998837951
2025-08-07;2025-08-18;MANAS.IS;9,87;9,39;0,8844748953869589;0,8149944312729454;-0,501412687353169;False;False;-20,91;0,8929588248320465;0,40609237209134175;0,5396979105837352;-0,2056681825508682;-0,16041407441966357;;-0,48480639619092203;-1,6230826134014216;-0,6988487890366503;0,1501392130931034;12,137800239885431;10,735579597400472
