Regresyon Eğimi;R2;Uzaklık Skoru (Score);7 Günlük Kar (%);cluster;Beklenen 7G Kar (%);Kazanma İhtimali (%);ML Güven Skoru
0,003034623701479;0,2719272011600829;0,0507858067652537;-0,8547025963809027;3;1,1343925271557642;50,0;0,5671962635778821
0,0068900057562561;0,8082301108812071;-0,0431647148790394;8,287298562117565;8;-0,34387179785798183;38,0;-0,1306712831860331
0,0075300063775885;0,8104546122022686;0,0443265740857231;2,8563979624813136;8;0,8959557082719881;46,0;0,41213962580511454
0,0117215343491338;0,7094969812442649;-0,0360714209914191;-15,505759568389871;8;-0,9917236394838508;36,0;-0,3570205102141863
0,0048235292018396;0,5864853082019967;0,0315402671505598;-1,2605129565465132;2;3,0167102222685003;62,0;1,8703603378064702
0,0058611379863395;0,4265503579863487;0,0348757996043549;-0,1468392383068989;9;1,8088006530728762;57,99999999999999;1,049104378782268
0,0036766807754709;0,40865519067889;0,0332858480569545;5,242458879826414;9;1,1302997988482217;52,0;0,5877558954010753
0,0080315085200038;0,6359025421630369;0,0215307147048175;-11,976053067690314;2;-0,1215354346476703;54,0;-0,06562913470974197
0,0111217444584247;0,6351872594259047;-0,059537196865615;-6,280178628460719;2;6,59332651751494;70,0;4,615328562260458
0,0037257024036367;0,2253703441502884;0,0516219353558938;-11,960134006131016;3;-1,9602448544493032;36,0;-0,7056881476017491
0,022012028137649;0,9611033649370408;-0,0408157550837046;21,78899952329984;1;-1,6341908104866587;36,0;-0,5883086917751971
0,0096768148800931;0,2798948834399252;-0,2598513389824713;-10,0896830919483;0;-0,951214587974474;34,0;-0,3234129599113212
0,0040438494442833;0,2564907007284704;0,0030702852018048;-8,667293343645616;3;1,8507888184291093;60,0;1,1104732910574655
0,0038346577202581;0,2313366216884144;-0,103229035746243;-10,798121538943732;4;1,1274521221799665;46,0;0,5186279762027846
0,0035821040454819;0,5570293488850373;0,0229544428319817;-0,4225420626605833;2;-0,6532566306663554;46,0;-0,30049805010652353
0,0060026111750202;0,3520598074895795;-0,058597994179612;-7,488701514218121;4;1,0540451372869506;40,0;0,42161805491478027
0,0130839696418308;0,8894405337495394;-0,0091297790484238;-0,5636954784614983;1;1,484023035704209;60,0;0,8904138214225253
0,0041391367878972;0,3503110964035987;0,077200296482522;-3,816001312730793;6;1,0680665497329356;50,0;0,5340332748664678
0,0046511822730644;0,5659301227362211;-0,0067064779949554;-8,718331368423147;2;2,6891063735417053;57,99999999999999;1,559681696654189
0,0285589706520966;0,8489805917423454;0,0524694264786668;0,0;5;6,297831367453679;64,0;4,030612075170355
0,027206820672688;0,9343568884091568;0,0474252688624914;5,813948965554797;5;0,16731474070502309;60,0;0,10038884442301385
0,0086817814747513;0,5319825766730657;0,1032638230744041;-12,028546558347344;2;2,978618662584934;57,99999999999999;1,7275988242992617
0,023808567938829;0,8530061796673809;0,0961996741311238;16,829270079758576;7;0,7116636834574805;60,0;0,4269982100744883
0,0049156958972568;0,344114367859187;0,0819615347410411;-0,5714307512555803;6;1,8393787055714452;56,00000000000001;1,0300520751200095
0,0045225279256737;0,5405616684736544;-0,0322036105447585;-8,805028562848813;2;-0,7272172175801777;46,0;-0,33451992008688175
0,0031789407000985;0,3889214884258209;0,0216738013316045;-7,436401262470668;9;1,9973502247866106;56,00000000000001;1,118516125880502
0,0050783218211081;0,4748833140641609;0,0323878474278005;-4,052861886061949;9;1,2283780080146822;52,0;0,6387565641676348
0,0068819488560866;0,7327316076029197;0,0647838974891242;-2,4477588333150826;8;0,9996022492988594;57,99999999999999;0,5797693045933384
0,0028479011486088;0,3127434281669715;-0,0206229415723225;3,128152790185694;4;2,1069315986247914;48,0;1,0113271673398998
0,004870587885865;0,3710477462346278;-0,0232993549585139;-2,4774760195912826;9;1,570615408835013;54,0;0,8481323207709071
0,0021155938558115;0,2368473500045703;0,0552924856177799;-0,2597431771405434;3;0,2231201481431307;46,0;0,10263526814584012
0,0066780576931687;0,6187673720566188;0,0044867960516488;-1,7571790141238404;2;1,6885739468991392;62,0;1,0469158470774662
0,0119236975348062;0,87621498293713;0,0241162413763374;-8,672205481622067;1;1,6628214696364552;62,0;1,0309493111746022
0,0042638306505329;0,303446195627811;-0,0393184754467365;-6,000001742751147;4;-0,5514270084926891;38,0;-0,20954226322722186
0,0066702868184295;0,4777467194985929;-0,0042383563475666;1,4336789121028142;9;0,21151912589154734;50,0;0,10575956294577367
0,0060123228165953;0,6109180666532649;0,0283708793849346;-7,460545144610631;2;0,7086626315695943;54,0;0,38267782104758097
0,0140050977959079;0,750874565164866;0,0146913819497009;-4,8275896655250525;1;1,6368584859123418;44,0;0,7202177338014304
0,0093127378662981;0,6975710675782681;0,054762037735176;28,398793760434412;8;1,7456318628838494;57,99999999999999;1,0124664804726327
0,0035266552815939;0,3925193875469291;-0,0031507569276853;-3,2539338501556423;9;0,2544231787546905;42,0;0,10685773507697001
0,0053553302462507;0,6821061938537727;0,024788032391608;-4,278462654097172;2;0,31100279252787627;48,0;0,1492813404133806
0,0126641947747159;0,9230615868476716;0,0027463214621998;9,769338917353185;1;1,2251804287957626;57,99999999999999;0,7106046487015423
0,0072027174390874;0,5188327855929595;0,0011722862780678;-4,977116660926977;2;0,6343199864933918;48,0;0,30447359351682807
0,0063354392477976;0,3872285416301279;-0,0307545319000032;-0,658751309677825;9;1,635049603080429;60,0;0,9810297618482573
0,0067708722032124;0,7994018922639187;0,0301752198436021;-8,541500410363112;8;1,7140029452362304;54,0;0,9255615904275645
0,0081654823875311;0,4774325512604397;0,0656009104595326;1,784335170127359;9;0,9169769646936524;44,0;0,40346986446520705
0,0034586485569729;0,254699639842157;0,0472054137036589;-2,392344497607656;3;-1,1769083948946917;40,0;-0,4707633579578767
0,0117583558765036;0,8938463867686203;0,0197910855752977;0,0;1;2,1535629668903855;57,99999999999999;1,2490665207964236
0,0116283781391747;0,8218683953289967;-0,0007185409612125;4,712043714733788;1;3,4588111912261765;50,0;1,7294055956130883
